variable1,variable2,correlation_value
percent_severe_housing_cost_burden,percent_food_insecure,0.453605018
percent_food_insecure,percent_severe_housing_cost_burden,0.453605018
percentile_rank_unemployed,percent_mobile_homes,0.453234305
percent_mobile_homes,percentile_rank_unemployed,0.453234305
percentile_rank_household_comp_disability_theme,percent_adults_with_diabetes,0.452848124
percent_adults_with_diabetes,percentile_rank_household_comp_disability_theme,0.452848124
percentile_rank_socioeconomic_theme,percent_black,0.452563096
percent_black,percentile_rank_socioeconomic_theme,0.452563096
percentile_rank_household_comp_disability_theme,percentile_rank_unemployed,0.451513119
percentile_rank_unemployed,percentile_rank_household_comp_disability_theme,0.451513119
average_grade_performance,twentieth_percentile_income,0.451467505
twentieth_percentile_income,average_grade_performance,0.451467505
percentile_rank_disabled,percent_rural,0.45142245
percent_rural,percentile_rank_disabled,0.45142245
percent_below_poverty,percent_severe_housing_cost_burden,0.450648778
percent_severe_housing_cost_burden,percent_below_poverty,0.450648778
percentile_rank_disabled,percentile_rank_age_65_and_older,0.449724313
percentile_rank_age_65_and_older,percentile_rank_disabled,0.449724313
percentile_rank_single_parent_households,percentile_rank_socioeconomic_theme,0.449712278
percentile_rank_socioeconomic_theme,percentile_rank_single_parent_households,0.449712278
percentile_rank_mobile_homes,percentile_rank_unemployed,0.449604502
percentile_rank_unemployed,percentile_rank_mobile_homes,0.449604502
population_density_per_sqmi,total_population,0.449364787
total_population,population_density_per_sqmi,0.449364787
percentile_rank_mobile_homes,percent_smokers,0.449358206
percent_smokers,percentile_rank_mobile_homes,0.449358206
percentile_rank_disabled,percent_unemployed_CDC,0.448994102
percent_unemployed_CDC,percentile_rank_disabled,0.448994102
percent_minorities,percent_food_insecure,0.448990557
percent_food_insecure,percent_minorities,0.448990557
num_housing_units,percent_asian,0.448817466
percent_asian,num_housing_units,0.448817466
percentile_rank_no_highschool_diploma,percent_adults_with_diabetes,0.448044437
percent_adults_with_diabetes,percentile_rank_no_highschool_diploma,0.448044437
per_capita_income,average_grade_performance,0.447820332
average_grade_performance,per_capita_income,0.447820332
percent_enrolled_in_free_or_reduced_lunch,percent_physically_inactive,0.447753994
percent_physically_inactive,percent_enrolled_in_free_or_reduced_lunch,0.447753994
percent_disabled,percent_rural,0.447076966
percent_rural,percent_disabled,0.447076966
percent_below_poverty,percent_physically_inactive,0.44651136
percent_physically_inactive,percent_below_poverty,0.44651136
percentile_rank_unemployed,percent_severe_housing_problems,0.446407034
percent_severe_housing_problems,percentile_rank_unemployed,0.446407034
percentile_rank_below_poverty,percent_black,0.446194663
percent_black,percentile_rank_below_poverty,0.446194663
percentile_rank_disabled,percent_65_and_over,0.445661139
percent_65_and_over,percentile_rank_disabled,0.445661139
percentile_rank_minorities,violent_crime_rate,0.445599902
violent_crime_rate,percentile_rank_minorities,0.445599902
income_ratio,percent_smokers,0.44545763
percent_smokers,income_ratio,0.44545763
percent_mobile_homes,percent_smokers,0.445163043
percent_smokers,percent_mobile_homes,0.445163043
percentile_rank_multi_unit_housing,eightieth_percentile_income,0.44499286
eightieth_percentile_income,percentile_rank_multi_unit_housing,0.44499286
percent_severe_housing_problems,income_ratio,0.444618313
income_ratio,percent_severe_housing_problems,0.444618313
percentile_rank_housing_and_transportation,percentile_rank_single_parent_households,0.444345778
percentile_rank_single_parent_households,percentile_rank_housing_and_transportation,0.444345778
percentile_rank_disabled,percent_age_65_and_older,0.444214364
percent_age_65_and_older,percentile_rank_disabled,0.444214364
percent_single_parent_households_CDC,teen_birth_rate,0.444083407
teen_birth_rate,percent_single_parent_households_CDC,0.444083407
percent_minorities,percent_severe_housing_cost_burden,0.443915996
percent_severe_housing_cost_burden,percent_minorities,0.443915996
percentile_rank_housing_and_transportation,percent_single_parent_households_CDC,0.443822437
percent_single_parent_households_CDC,percentile_rank_housing_and_transportation,0.443822437
percentile_rank_no_vehicle,percent_black,0.443177211
percent_black,percentile_rank_no_vehicle,0.443177211
average_grade_performance,percent_some_college,0.442917477
percent_some_college,average_grade_performance,0.442917477
percentile_rank_single_parent_households,percent_insufficient_sleep,0.442663839
percent_insufficient_sleep,percentile_rank_single_parent_households,0.442663839
percent_no_highschool_diploma,percent_not_proficient_in_english,0.442317254
percent_not_proficient_in_english,percent_no_highschool_diploma,0.442317254
percent_unemployed_CDC,percent_severe_housing_problems,0.442127814
percent_severe_housing_problems,percent_unemployed_CDC,0.442127814
percentile_rank_housing_and_transportation,percentile_rank_no_highschool_diploma,0.44181968
percentile_rank_no_highschool_diploma,percentile_rank_housing_and_transportation,0.44181968
percent_mobile_homes,percent_unemployed_CDC,0.441501379
percent_unemployed_CDC,percent_mobile_homes,0.441501379
percentile_rank_overcrowding,percent_hispanic,0.441466452
percent_hispanic,percentile_rank_overcrowding,0.441466452
percent_single_parent_households_CDC,percent_insufficient_sleep,0.441200477
percent_insufficient_sleep,percent_single_parent_households_CDC,0.441200477
percentile_rank_socioeconomic_theme,percent_minorities,0.440986643
percent_minorities,percentile_rank_socioeconomic_theme,0.440986643
percent_asian,median_household_income,0.439963139
median_household_income,percent_asian,0.439963139
percent_insufficient_sleep,income_ratio,0.439897343
income_ratio,percent_insufficient_sleep,0.439897343
percent_single_parent_households_CDC,percent_unemployed_CDC,0.439863698
percent_unemployed_CDC,percent_single_parent_households_CDC,0.439863698
percent_unemployed_CDC,teen_birth_rate,0.439432749
teen_birth_rate,percent_unemployed_CDC,0.439432749
percentile_rank_mobile_homes,percentile_rank_household_comp_disability_theme,0.439224487
percentile_rank_household_comp_disability_theme,percentile_rank_mobile_homes,0.439224487
percentile_rank_unemployed,teen_birth_rate,0.438901556
teen_birth_rate,percentile_rank_unemployed,0.438901556
percentile_rank_housing_and_transportation,percent_frequent_mental_distress,0.438763457
percent_frequent_mental_distress,percentile_rank_housing_and_transportation,0.438763457
percent_no_highschool_diploma,percent_food_insecure,0.438608602
percent_food_insecure,percent_no_highschool_diploma,0.438608602
percent_food_insecure,percent_adults_with_diabetes,0.436060861
percent_adults_with_diabetes,percent_food_insecure,0.436060861
percentile_rank_minorities,percent_severe_housing_cost_burden,0.436053397
percent_severe_housing_cost_burden,percentile_rank_minorities,0.436053397
percentile_rank_unemployed,percent_severe_housing_cost_burden,0.435951722
percent_severe_housing_cost_burden,percentile_rank_unemployed,0.435951722
percentile_rank_no_highschool_diploma,income_ratio,0.435538077
income_ratio,percentile_rank_no_highschool_diploma,0.435538077
percent_no_vehicle,percent_severe_housing_cost_burden,0.434672097
percent_severe_housing_cost_burden,percent_no_vehicle,0.434672097
percent_insufficient_sleep,percent_physically_inactive,0.434537214
percent_physically_inactive,percent_insufficient_sleep,0.434537214
percentile_rank_below_poverty,percent_severe_housing_cost_burden,0.434018836
percent_severe_housing_cost_burden,percentile_rank_below_poverty,0.434018836
percentile_rank_single_parent_households,percent_food_insecure,0.433984037
percent_food_insecure,percentile_rank_single_parent_households,0.433984037
percentile_rank_overcrowding,percentile_rank_no_highschool_diploma,0.433814633
percentile_rank_no_highschool_diploma,percentile_rank_overcrowding,0.433814633
percentile_rank_no_vehicle,percent_single_parent_households_CDC,0.433793308
percent_single_parent_households_CDC,percentile_rank_no_vehicle,0.433793308
percent_overcrowding,teen_birth_rate,0.433108503
teen_birth_rate,percent_overcrowding,0.433108503
percentile_rank_multi_unit_housing,average_traffic_volume_per_meter_of_major_roadways,0.432738145
average_traffic_volume_per_meter_of_major_roadways,percentile_rank_multi_unit_housing,0.432738145
overcrowding,teen_birth_rate,0.432570641
teen_birth_rate,overcrowding,0.432570641
percent_single_parent_households_CDC,percent_frequent_physical_distress,0.43132796
percent_frequent_physical_distress,percent_single_parent_households_CDC,0.43132796
percent_enrolled_in_free_or_reduced_lunch,percent_adults_with_diabetes,0.430590527
percent_adults_with_diabetes,percent_enrolled_in_free_or_reduced_lunch,0.430590527
percent_minorities,violent_crime_rate,0.429033971
violent_crime_rate,percent_minorities,0.429033971
percentile_rank_limited_english_abilities,percent_uninsured,0.428574302
percent_uninsured,percentile_rank_limited_english_abilities,0.428574302
percentile_rank_mobile_homes,percent_unemployed_CDC,0.428480205
percent_unemployed_CDC,percentile_rank_mobile_homes,0.428480205
percentile_rank_minorities,percent_fair_or_poor_health,0.428190557
percent_fair_or_poor_health,percentile_rank_minorities,0.428190557
percent_no_vehicle,percent_severe_housing_problems,0.427916862
percent_severe_housing_problems,percent_no_vehicle,0.427916862
percent_single_parent_households_CDC,percent_severe_housing_problems,0.427040268
percent_severe_housing_problems,percent_single_parent_households_CDC,0.427040268
percent_no_highschool_diploma,percent_hispanic,0.42698595
percent_hispanic,percent_no_highschool_diploma,0.42698595
percentile_rank_overcrowding,percent_no_highschool_diploma,0.426393818
percent_no_highschool_diploma,percentile_rank_overcrowding,0.426393818
percent_disabled,percent_65_and_over,0.425606637
percent_65_and_over,percent_disabled,0.425606637
percentile_rank_overcrowding,percentile_rank_limited_english_abilities,0.425599802
percentile_rank_limited_english_abilities,percentile_rank_overcrowding,0.425599802
percent_insufficient_sleep,percent_adults_with_diabetes,0.424693977
percent_adults_with_diabetes,percent_insufficient_sleep,0.424693977
percent_no_vehicle,percent_single_parent_households_CDC,0.424687374
percent_single_parent_households_CDC,percent_no_vehicle,0.424687374
percentile_rank_housing_and_transportation,percentile_rank_unemployed,0.424445896
percentile_rank_unemployed,percentile_rank_housing_and_transportation,0.424445896
percentile_rank_mobile_homes,percent_adults_with_diabetes,0.4241448
percent_adults_with_diabetes,percentile_rank_mobile_homes,0.4241448
percentile_rank_per_capita_income,percent_adults_with_obesity,0.423980274
percent_adults_with_obesity,percentile_rank_per_capita_income,0.423980274
percent_minorities,percent_unemployed_CDC,0.423872407
percent_unemployed_CDC,percent_minorities,0.423872407
percentile_rank_single_parent_households,percent_enrolled_in_free_or_reduced_lunch,0.423827113
percent_enrolled_in_free_or_reduced_lunch,percentile_rank_single_parent_households,0.423827113
percentile_rank_age_65_and_older,percent_disabled,0.423760436
percent_disabled,percentile_rank_age_65_and_older,0.423760436
percentile_rank_below_poverty,percent_adults_with_diabetes,0.423136504
percent_adults_with_diabetes,percentile_rank_below_poverty,0.423136504
percentile_rank_age_65_and_older,percent_non_hispanic_white,0.422847627
percent_non_hispanic_white,percentile_rank_age_65_and_older,0.422847627
percentile_rank_housing_and_transportation,percent_no_highschool_diploma,0.422838668
percent_no_highschool_diploma,percentile_rank_housing_and_transportation,0.422838668
percent_disabled,percent_age_65_and_older,0.421738498
percent_age_65_and_older,percent_disabled,0.421738498
percentile_rank_no_vehicle,percentile_rank_single_parent_households,0.4214703
percentile_rank_single_parent_households,percentile_rank_no_vehicle,0.4214703
percent_mobile_homes,percent_adults_with_diabetes,0.421107435
percent_adults_with_diabetes,percent_mobile_homes,0.421107435
percent_food_insecure,percent_severe_housing_problems,0.420639182
percent_severe_housing_problems,percent_food_insecure,0.420639182
